NÚMERO DO PROTOCOLO,FINALIZAÇÃO,TMO ORIGINAL,TMO AJUSTADO
20250408-009-2996594,ATUALIZADO,0 days 00:19:33,0 days 00:15:00
20250415-009-3061651,CADASTRADO,0 days 00:17:15,0 days 00:20:00
20250324-009-2853951,CADASTRADO,0 days 00:12:29,0 days 00:20:00
20250327-009-2885585,ATUALIZADO,0 days 00:02:16,0 days 00:03:00
20250221-009-2622240,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250613-009-3651852,CADASTRADO,0 days 00:08:34,0 days 00:20:00
20250311-009-2745487,ATUALIZADO,0 days 00:02:10,0 days 00:03:00
20250310-009-2739658,CADASTRADO,0 days 19:28:10,0 days 02:00:00
20250219-009-2599980,CADASTRADO,0 days 00:11:22,0 days 00:20:00
20250324-009-2853626,ATUALIZADO,0 days 00:02:47,0 days 00:03:00
20250321-009-2841867,ATUALIZADO,0 days 00:01:54,0 days 00:03:00
20250424-009-3133272,CADASTRADO,0 days 00:11:01,0 days 00:20:00
20250507-009-3249994,CADASTRADO,0 days 00:14:30,0 days 00:20:00
20250328-009-2892853,ATUALIZADO,0 days 00:17:54,0 days 00:15:00
20250414-009-3058906,CADASTRADO,0 days 00:17:33,0 days 00:20:00
20250321-009-2839856,ATUALIZADO,0 days 00:02:56,0 days 00:03:00
20250414-009-3058235,ATUALIZADO,0 days 00:02:29,0 days 00:03:00
20250510-009-3282528,CADASTRADO,0 days 00:15:48,0 days 00:20:00
20250407-009-2978258,ATUALIZADO,0 days 00:02:37,0 days 00:03:00
20250429-009-3178237,ATUALIZADO,0 days 00:02:23,0 days 00:03:00
20250520-009-3386475,ATUALIZADO,0 days 00:22:11,0 days 00:15:00
20250425-009-3149980,ATUALIZADO,0 days 00:02:39,0 days 00:03:00
20250218-009-2584375,CADASTRADO,0 days 00:08:08,0 days 00:20:00
20250407-009-2982083,ATUALIZADO,0 days 00:20:11,0 days 00:15:00
20250424-009-3133972,ATUALIZADO,0 days 00:16:05,0 days 00:15:00
20250409-009-3000072,CADASTRADO,0 days 03:09:19,0 days 02:00:00
20250627-009-3791765,CADASTRADO,0 days 00:14:12,0 days 00:20:00
20250513-009-3308466,ATUALIZADO,0 days 00:23:34,0 days 00:15:00
20250514-009-3320047,ATUALIZADO,0 days 00:02:08,0 days 00:03:00
20250220-009-2615516,ATUALIZADO,0 days 00:02:31,0 days 00:03:00
20250305-009-2703390,ATUALIZADO,0 days 00:01:22,0 days 00:03:00
20250402-009-2944023,CADASTRADO,0 days 00:00:00,0 days 00:20:00
20250529-009-3487160,CADASTRADO,0 days 00:11:32,0 days 00:20:00
20250623-009-3741984,ATUALIZADO,0 days 00:02:45,0 days 00:03:00
20250107-009-2224719,ATUALIZADO,0 days 00:19:42,0 days 00:15:00
20250618-009-3699190,ATUALIZADO,0 days 00:02:32,0 days 00:03:00
20250512-009-3292232,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250618-009-3699193,ATUALIZADO,0 days 00:02:04,0 days 00:03:00
20250530-009-3498374,ATUALIZADO,0 days 00:02:06,0 days 00:03:00
20250603-009-3533362,ATUALIZADO,0 days 00:02:05,0 days 00:03:00
20250423-009-3121020,CADASTRADO,0 days 00:11:05,0 days 00:20:00
20250320-009-2828204,ATUALIZADO,0 days 00:02:43,0 days 00:03:00
20250529-009-3487147,CADASTRADO,0 days 00:18:15,0 days 00:20:00
20250416-009-3079585,ATUALIZADO,0 days 00:02:10,0 days 00:03:00
20250522-009-3403072,ATUALIZADO,0 days 00:17:32,0 days 00:15:00
20250625-009-3770734,ATUALIZADO,0 days 00:02:13,0 days 00:03:00
20250627-009-3790909,ATUALIZADO,0 days 00:01:13,0 days 00:03:00
20250217-009-2577802,ATUALIZADO,0 days 00:02:47,0 days 00:03:00
20250422-009-3115782,ATUALIZADO,0 days 00:02:18,0 days 00:03:00
20250328-009-2892815,CADASTRADO,0 days 00:17:45,0 days 00:20:00
20250314-009-2781936,ATUALIZADO,0 days 00:02:58,0 days 00:03:00
20250306-009-2705859,CADASTRADO,0 days 00:12:46,0 days 00:20:00
20250617-009-3686133,ATUALIZADO,0 days 00:01:47,0 days 00:03:00
20250319-009-2817952,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250502-009-3208054,ATUALIZADO,0 days 00:02:53,0 days 00:03:00
20250602-009-3514336,ATUALIZADO,0 days 00:02:14,0 days 00:03:00
20250424-009-3140699,ATUALIZADO,0 days 00:02:04,0 days 00:03:00
20250519-009-3365768,ATUALIZADO,0 days 00:19:00,0 days 00:15:00
20250318-009-2811376,CADASTRADO,0 days 00:18:43,0 days 00:20:00
20250416-009-3084669,CADASTRADO,0 days 00:14:32,0 days 00:20:00
20250508-009-3258608,ATUALIZADO,0 days 00:15:56,0 days 00:15:00
20250319-009-2816309,ATUALIZADO,0 days 00:02:19,0 days 00:03:00
20250414-009-3049467,ATUALIZADO,0 days 00:02:37,0 days 00:03:00
20250617-009-3683891,CADASTRADO,0 days 00:18:29,0 days 00:20:00
20250515-009-3337172,CADASTRADO,0 days 00:12:41,0 days 00:20:00
20250604-009-3549573,ATUALIZADO,0 days 00:15:59,0 days 00:15:00
20250310-009-2740585,CADASTRADO,0 days 00:10:51,0 days 00:20:00
20250620-009-3724792,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250328-009-2897883,ATUALIZADO,0 days 00:02:06,0 days 00:03:00
20250328-009-2894071,ATUALIZADO,0 days 00:02:32,0 days 00:03:00
20250425-009-3155414,CADASTRADO,0 days 00:08:49,0 days 00:20:00
20250227-009-2671039,ATUALIZADO,0 days 00:02:55,0 days 00:03:00
20250529-009-3488080,ATUALIZADO,0 days 00:02:18,0 days 00:03:00
20250221-009-2619241,ATUALIZADO,0 days 00:02:22,0 days 00:03:00
20250322-009-2846300,CADASTRADO,0 days 00:08:30,0 days 00:20:00
20250318-009-2809174,CADASTRADO,0 days 00:15:18,0 days 00:20:00
20250612-009-3642120,ATUALIZADO,0 days 00:02:53,0 days 00:03:00
20250515-009-3330281,CADASTRADO,0 days 04:45:21,0 days 02:00:00
20250618-009-3700973,ATUALIZADO,0 days 00:02:32,0 days 00:03:00
20250327-009-2888099,CADASTRADO,0 days 00:16:17,0 days 00:20:00
20250603-009-3531793,ATUALIZADO,0 days 00:02:43,0 days 00:03:00
20250606-009-3583715,ATUALIZADO,0 days 00:02:33,0 days 00:03:00
20250226-009-2659742,ATUALIZADO,0 days 00:02:18,0 days 00:03:00
20250505-009-3214629,CADASTRADO,0 days 00:13:57,0 days 00:20:00
20250408-009-2993456,CADASTRADO,0 days 00:18:40,0 days 00:20:00
20250624-009-3750767,ATUALIZADO,0 days 00:02:14,0 days 00:03:00
20250321-009-2839820,ATUALIZADO,0 days 00:02:21,0 days 00:03:00
20250324-009-2856171,ATUALIZADO,0 days 00:38:24,0 days 00:15:00
20250513-009-3315547,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250513-009-3306146,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250328-009-2895452,ATUALIZADO,0 days 00:15:50,0 days 00:15:00
20250410-009-3014575,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250414-009-3051505,ATUALIZADO,0 days 00:02:57,0 days 00:03:00
20250210-009-2511332,ATUALIZADO,0 days 00:18:28,0 days 00:15:00
20250620-009-3714345,CADASTRADO,0 days 00:09:56,0 days 00:20:00
20250606-009-3579056,ATUALIZADO,0 days 00:02:32,0 days 00:03:00
20250324-009-2852702,ATUALIZADO,0 days 00:02:33,0 days 00:03:00
20250411-009-3031952,ATUALIZADO,0 days 00:02:06,0 days 00:03:00
20250226-009-2664422,CADASTRADO,0 days 00:02:04,0 days 00:20:00
20250321-009-2839819,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250401-009-2931308,ATUALIZADO,0 days 00:02:59,0 days 00:03:00
20250211-009-2525757,ATUALIZADO,0 days 00:02:13,0 days 00:03:00
20250616-009-3679446,CADASTRADO,0 days 00:14:39,0 days 00:20:00
20250409-009-3002574,ATUALIZADO,0 days 00:02:36,0 days 00:03:00
20250506-009-3231647,CADASTRADO,0 days 00:17:38,0 days 00:20:00
20250521-009-3392064,ATUALIZADO,0 days 00:02:52,0 days 00:03:00
20250310-009-2734514,ATUALIZADO,0 days 00:02:49,0 days 00:03:00
20250429-009-3179486,CADASTRADO,0 days 00:09:33,0 days 00:20:00
20250620-009-3728845,AUDITADO,0 days 02:33:13,0 days 02:00:00
20250407-009-2978237,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250509-009-3278914,ATUALIZADO,0 days 00:02:36,0 days 00:03:00
20250527-009-3457770,CADASTRADO,0 days 00:16:45,0 days 00:20:00
20250522-009-3406428,CADASTRADO,0 days 00:08:48,0 days 00:20:00
20250603-009-3532681,ATUALIZADO,0 days 00:02:00,0 days 00:03:00
20250213-009-2547939,ATUALIZADO,0 days 00:02:29,0 days 00:03:00
20250402-009-2940984,ATUALIZADO,0 days 00:16:12,0 days 00:15:00
20250404-009-2964139,ATUALIZADO,0 days 00:02:39,0 days 00:03:00
20250610-009-3619834,ATUALIZADO,0 days 00:02:46,0 days 00:03:00
20250305-009-2703387,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250514-009-3327749,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250211-009-2521115,ATUALIZADO,0 days 00:15:41,0 days 00:15:00
20250305-009-2697552,ATUALIZADO,0 days 00:02:59,0 days 00:03:00
20250409-009-3002492,ATUALIZADO,0 days 00:02:08,0 days 00:03:00
20250425-009-3153106,ATUALIZADO,0 days 00:25:51,0 days 00:15:00
20250519-009-3361100,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250429-009-3179485,CADASTRADO,0 days 00:13:28,0 days 00:20:00
20250623-009-3742023,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250430-009-3185626,CADASTRADO,0 days 00:13:20,0 days 00:20:00
20250415-009-3066743,CADASTRADO,0 days 00:16:59,0 days 00:20:00
20250321-009-2839860,ATUALIZADO,0 days 00:02:53,0 days 00:03:00
20250409-009-3004887,CADASTRADO,0 days 00:08:35,0 days 00:20:00
20250225-009-2652562,CADASTRADO,0 days 00:01:16,0 days 00:20:00
20250613-009-3660730,CADASTRADO,0 days 00:16:40,0 days 00:20:00
20250529-009-3488103,ATUALIZADO,0 days 00:01:38,0 days 00:03:00
20250320-009-2833822,CADASTRADO,0 days 00:11:18,0 days 00:20:00
20250408-009-2993817,CADASTRADO,0 days 00:17:55,0 days 00:20:00
20250605-009-3571748,ATUALIZADO,0 days 00:02:52,0 days 00:03:00
20250414-009-3058342,JA CADASTRADO/DUPLICADO,0 days 04:09:25,0 days 02:00:00
20250608-009-3588710,CADASTRADO,0 days 00:00:20,0 days 00:20:00
20250516-009-3354020,CADASTRADO,0 days 00:06:09,0 days 00:20:00
20250611-009-3632775,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250507-009-3249940,ATUALIZADO,0 days 00:02:59,0 days 00:03:00
20250503-009-3210783,CADASTRADO,0 days 00:00:49,0 days 00:20:00
20250225-009-2653735,CADASTRADO,0 days 00:02:29,0 days 00:20:00
20250513-009-3313864,CADASTRADO,0 days 00:10:52,0 days 00:20:00
20250425-009-3155513,CADASTRADO,0 days 00:08:25,0 days 00:20:00
20250506-009-3242767,CADASTRADO,0 days 00:17:03,0 days 00:20:00
20250331-009-2904909,ATUALIZADO,0 days 00:02:59,0 days 00:03:00
20250612-009-3642325,ATUALIZADO,0 days 00:15:58,0 days 00:15:00
20250402-009-2932946,CADASTRADO,0 days 00:18:30,0 days 00:20:00
20250310-009-2732740,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250321-009-2846184,CADASTRADO,0 days 00:17:21,0 days 00:20:00
20250517-009-3356820,CADASTRADO,0 days 00:15:44,0 days 00:20:00
20250227-009-2670376,ATUALIZADO,0 days 00:02:52,0 days 00:03:00
20250408-009-2989603,ATUALIZADO,0 days 00:02:13,0 days 00:03:00
20250310-009-2733111,ATUALIZADO,0 days 00:37:04,0 days 00:15:00
20250423-009-3120953,ATUALIZADO,0 days 00:02:03,0 days 00:03:00
20250212-009-2538370,CADASTRADO,0 days 00:17:35,0 days 00:20:00
20250527-009-3462663,ATUALIZADO,0 days 00:15:16,0 days 00:15:00
20250320-009-2834095,ATUALIZADO,0 days 00:02:26,0 days 00:03:00
20250121-009-2337083,ATUALIZADO,0 days 00:28:34,0 days 00:15:00
20250507-009-3255481,CADASTRO AMIL - CÍVEL,0 days 02:47:39,0 days 02:00:00
20250321-009-2839807,ATUALIZADO,0 days 00:02:41,0 days 00:03:00
20250526-009-3449268,CADASTRADO,0 days 00:18:57,0 days 00:20:00
20250329-009-2901721,ATUALIZADO,0 days 00:49:04,0 days 00:15:00
20250224-009-2634849,ATUALIZADO,0 days 00:15:12,0 days 00:15:00
20250322-009-2846336,CADASTRADO,0 days 00:11:10,0 days 00:20:00
20250508-009-3270567,CADASTRADO,0 days 02:13:30,0 days 02:00:00
20250210-009-2510333,ATUALIZADO,0 days 00:02:57,0 days 00:03:00
20250618-009-3698402,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250407-009-2986169,ATUALIZADO,0 days 00:02:19,0 days 00:03:00
20250415-009-3061856,ATUALIZADO,0 days 00:02:52,0 days 00:03:00
20250328-009-2897909,ATUALIZADO,0 days 00:18:35,0 days 00:15:00
20250214-009-2557672,ATUALIZADO,0 days 00:02:52,0 days 00:03:00
20250415-009-3071024,CADASTRADO,0 days 00:14:26,0 days 00:20:00
20250417-009-3093306,ATUALIZADO,0 days 00:02:32,0 days 00:03:00
20250403-009-2953905,ATUALIZADO,0 days 00:02:42,0 days 00:03:00
20250417-009-3095389,ATUALIZADO,0 days 00:02:56,0 days 00:03:00
20250615-009-3665619,CADASTRADO,0 days 00:03:27,0 days 00:20:00
20250224-009-2634841,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250317-009-2793780,ATUALIZADO,0 days 00:02:56,0 days 00:03:00
20250616-009-3671054,ATUALIZADO,0 days 00:02:57,0 days 00:03:00
20250508-009-3256948,CADASTRADO,0 days 00:13:43,0 days 00:20:00
20250529-009-3484246,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250407-009-2978251,ATUALIZADO,0 days 00:02:29,0 days 00:03:00
20250513-009-3311364,ATUALIZADO,0 days 00:02:19,0 days 00:03:00
20250327-009-2884363,ATUALIZADO,0 days 00:28:19,0 days 00:15:00
20250322-009-2846341,CADASTRADO,0 days 00:15:04,0 days 00:20:00
20250312-009-2755861,CADASTRADO,0 days 00:15:57,0 days 00:20:00
20250602-009-3513648,ATUALIZADO,0 days 00:02:36,0 days 00:03:00
20250319-009-2823788,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250612-009-3639919,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250318-009-2807183,CADASTRADO,0 days 00:17:48,0 days 00:20:00
20250422-009-3116732,CADASTRADO,0 days 00:07:46,0 days 00:20:00
20250409-009-3002620,ATUALIZADO,0 days 00:02:57,0 days 00:03:00
20250602-009-3523134,ATUALIZADO,0 days 00:02:22,0 days 00:03:00
20250312-009-2763952,ATUALIZADO,0 days 00:01:54,0 days 00:03:00
20250423-009-3121021,CADASTRADO,0 days 00:11:22,0 days 00:20:00
20250526-009-3441530,ATUALIZADO,0 days 00:02:10,0 days 00:03:00
20250627-009-3791992,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250620-009-3721515,ATUALIZADO,0 days 00:02:41,0 days 00:03:00
20250623-009-3742040,ATUALIZADO,0 days 00:02:24,0 days 00:03:00
20250311-009-2751503,CADASTRADO,0 days 00:18:00,0 days 00:20:00
20250415-009-3061884,ATUALIZADO,0 days 00:02:36,0 days 00:03:00
20250422-009-3115744,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250305-009-2697555,ATUALIZADO,0 days 00:02:49,0 days 00:03:00
20250305-009-2700040,CADASTRADO,0 days 03:11:20,0 days 02:00:00
20250317-009-2793973,CADASTRADO,0 days 00:15:55,0 days 00:20:00
20250507-009-3249948,ATUALIZADO,0 days 00:01:41,0 days 00:03:00
20250414-009-3055189,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250507-009-3247502,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250328-009-2894618,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250611-009-3632444,ATUALIZADO,0 days 00:01:54,0 days 00:03:00
20250513-009-3315542,ATUALIZADO,0 days 00:01:33,0 days 00:03:00
20250307-009-2721198,ATUALIZADO,0 days 00:02:21,0 days 00:03:00
20250530-009-3497679,CADASTRADO,0 days 00:14:42,0 days 00:20:00
20250522-009-3411574,ATUALIZADO,0 days 00:16:48,0 days 00:15:00
20250322-009-2846355,CADASTRADO,0 days 00:08:36,0 days 00:20:00
20250604-009-3551703,ATUALIZADO,0 days 00:01:37,0 days 00:03:00
20250624-009-3755517,ATUALIZADO,0 days 00:02:36,0 days 00:03:00
20250624-009-3755508,ATUALIZADO,0 days 00:02:16,0 days 00:03:00
20250414-009-3058345,CADASTRADO,0 days 00:12:27,0 days 00:20:00
20250311-009-2751966,ATUALIZADO,0 days 00:02:56,0 days 00:03:00
20250412-009-3042954,CADASTRADO,0 days 00:11:26,0 days 00:20:00
20250603-009-3533368,ATUALIZADO,0 days 00:02:16,0 days 00:03:00
20250624-009-3753391,ATUALIZADO,0 days 00:21:33,0 days 00:15:00
20250610-009-3619811,ATUALIZADO,0 days 00:02:55,0 days 00:03:00
20250206-009-2485767,CADASTRADO,0 days 00:11:12,0 days 00:20:00
20250508-009-3263692,ATUALIZADO,0 days 00:17:31,0 days 00:15:00
20250326-009-2877565,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250418-009-3099226,CADASTRADO,0 days 00:12:16,0 days 00:20:00
20250520-009-3382349,ATUALIZADO,0 days 00:02:25,0 days 00:03:00
20250424-009-3142317,CADASTRADO,0 days 00:18:21,0 days 00:20:00
20250612-009-3641533,CADASTRADO,0 days 00:16:24,0 days 00:20:00
20250530-009-3503479,ATUALIZADO,0 days 00:38:00,0 days 00:15:00
20250625-009-3770456,ATUALIZADO,0 days 00:02:12,0 days 00:03:00
20250225-009-2649153,ATUALIZADO,0 days 00:02:14,0 days 00:03:00
20250217-009-2575813,ATUALIZADO,0 days 00:16:09,0 days 00:15:00
20250430-009-3188029,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250324-009-2853593,ATUALIZADO,0 days 00:02:36,0 days 00:03:00
20250407-009-2980770,ATUALIZADO,0 days 00:02:06,0 days 00:03:00
20250226-009-2659728,ATUALIZADO,0 days 00:02:47,0 days 00:03:00
20250324-009-2852704,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250311-009-2746688,ATUALIZADO,0 days 00:02:23,0 days 00:03:00
20250627-009-3791984,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250410-009-3018348,ATUALIZADO,0 days 00:02:21,0 days 00:03:00
20250318-009-2804900,ATUALIZADO,0 days 00:15:07,0 days 00:15:00
20250620-009-3721461,ATUALIZADO,0 days 00:02:15,0 days 00:03:00
20250226-009-2666300,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250617-009-3684521,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250527-009-3463994,ATUALIZADO,0 days 00:02:12,0 days 00:03:00
20250409-009-3002571,ATUALIZADO,0 days 00:02:41,0 days 00:03:00
20250227-009-2673399,ATUALIZADO,0 days 00:02:19,0 days 00:03:00
20250625-009-3773130,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250617-009-3684481,ATUALIZADO,0 days 00:02:14,0 days 00:03:00
20250429-009-3180379,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250506-009-3233356,ATUALIZADO,0 days 00:02:16,0 days 00:03:00
20250403-009-2951424,ATUALIZADO,0 days 00:34:39,0 days 00:15:00
20250425-009-3150029,ATUALIZADO,0 days 00:02:36,0 days 00:03:00
20250220-009-2615533,ATUALIZADO,0 days 00:02:32,0 days 00:03:00
20250627-009-3802765,ATUALIZADO,0 days 00:01:46,0 days 00:03:00
20250425-009-3146333,ATUALIZADO,0 days 00:02:46,0 days 00:03:00
20250523-009-3420781,ATUALIZADO,0 days 00:02:57,0 days 00:03:00
20250624-009-3754645,ATUALIZADO,0 days 00:02:45,0 days 00:03:00
20250407-009-2978243,ATUALIZADO,0 days 00:02:21,0 days 00:03:00
20250610-009-3604358,CADASTRADO,0 days 00:13:03,0 days 00:20:00
20250604-009-3549992,ATUALIZADO,0 days 00:02:39,0 days 00:03:00
20250623-009-3741993,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250610-009-3606710,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250604-009-3553487,ATUALIZADO,0 days 00:01:56,0 days 00:03:00
20250611-009-3631507,ATUALIZADO,0 days 00:02:20,0 days 00:03:00
20250301-009-2689910,CADASTRADO,0 days 00:09:14,0 days 00:20:00
20250417-009-3097377,ATUALIZADO,0 days 00:15:55,0 days 00:15:00
20250416-009-3078320,ATUALIZADO,0 days 03:00:33,0 days 02:00:00
20250610-009-3606777,ATUALIZADO,0 days 00:25:18,0 days 00:15:00
20250326-009-2877942,ATUALIZADO,0 days 00:01:44,0 days 00:03:00
20250605-009-3571747,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250220-009-2615526,ATUALIZADO,0 days 00:02:47,0 days 00:03:00
20250429-009-3175165,ATUALIZADO,0 days 00:02:10,0 days 00:03:00
20250612-009-3646537,ATUALIZADO,0 days 00:02:07,0 days 00:03:00
20250402-009-2936070,ATUALIZADO,0 days 00:16:27,0 days 00:15:00
20250224-009-2639088,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250529-009-3484269,ATUALIZADO,0 days 00:02:24,0 days 00:03:00
20250520-009-3378785,ATUALIZADO,0 days 00:32:20,0 days 00:15:00
20250415-009-3061873,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250415-009-3062708,ATUALIZADO,0 days 00:02:01,0 days 00:03:00
20250328-009-2895426,ATUALIZADO,0 days 00:02:00,0 days 00:03:00
20250520-009-3376992,ATUALIZADO,0 days 13:11:40,0 days 02:00:00
20250313-009-2769223,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250415-009-3061646,CADASTRADO,0 days 00:18:47,0 days 00:20:00
20250113-009-2271890,ATUALIZADO,0 days 00:18:09,0 days 00:15:00
20250530-009-3497053,ATUALIZADO,0 days 00:02:52,0 days 00:03:00
20250403-009-2952687,CADASTRADO,0 days 00:15:10,0 days 00:20:00
20250217-009-2569986,ATUALIZADO,0 days 00:15:38,0 days 00:15:00
20250314-009-2781926,ATUALIZADO,0 days 00:02:47,0 days 00:03:00
20250408-009-2992440,CADASTRADO,0 days 00:10:36,0 days 00:20:00
20250328-009-2900480,CADASTRADO,0 days 00:18:23,0 days 00:20:00
20250314-009-2781629,ATUALIZADO,0 days 00:02:55,0 days 00:03:00
20250617-009-3692110,ATUALIZADO,0 days 00:16:09,0 days 00:15:00
20250424-009-3144114,ATUALIZADO,0 days 00:02:53,0 days 00:03:00
20250415-009-3061654,CADASTRADO,0 days 00:10:37,0 days 00:20:00
20250513-009-3306131,ATUALIZADO,0 days 00:02:58,0 days 00:03:00
20250322-009-2846273,CADASTRADO,0 days 00:11:12,0 days 00:20:00
20250614-009-3663478,CADASTRADO,0 days 00:00:41,0 days 00:20:00
20250520-009-3385929,ATUALIZADO,0 days 00:02:25,0 days 00:03:00
20250507-009-3247419,ATUALIZADO,0 days 00:01:57,0 days 00:03:00
20250530-009-3497097,ATUALIZADO,0 days 00:02:43,0 days 00:03:00
20250522-009-3402174,ATUALIZADO,0 days 00:01:55,0 days 00:03:00
20250327-009-2891176,CADASTRADO,0 days 00:18:48,0 days 00:20:00
20250327-009-2889558,ATUALIZADO,0 days 00:22:27,0 days 00:15:00
20250507-009-3247476,ATUALIZADO,0 days 00:02:32,0 days 00:03:00
20250411-009-3033786,ATUALIZADO,0 days 00:22:35,0 days 00:15:00
20250523-009-3428356,CADASTRO AMIL - CASOS ESPECIAIS,0 days 18:55:54,0 days 02:00:00
20250528-009-3469358,ATUALIZADO,0 days 00:18:30,0 days 00:15:00
20250602-009-3521218,ATUALIZADO,0 days 00:02:19,0 days 00:03:00
20250411-009-3039756,ATUALIZADO,0 days 00:02:42,0 days 00:03:00
20250425-009-3155525,CADASTRADO,0 days 00:15:34,0 days 00:20:00
20250213-009-2551948,ATUALIZADO,0 days 00:02:19,0 days 00:03:00
20250527-009-3460144,CADASTRADO,0 days 00:16:34,0 days 00:20:00
20250416-009-3085709,CADASTRADO,0 days 00:15:22,0 days 00:20:00
20250424-009-3131714,CADASTRADO,0 days 00:11:10,0 days 00:20:00
20250604-009-3556798,ATUALIZADO,0 days 00:02:17,0 days 00:03:00
20250325-009-2868468,ATUALIZADO,0 days 00:01:41,0 days 00:03:00
20250327-009-2885588,ATUALIZADO,0 days 00:02:42,0 days 00:03:00
20250417-009-3096480,ATUALIZADO,0 days 00:02:24,0 days 00:03:00
20250319-009-2818241,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250418-009-3099063,CADASTRADO,0 days 00:12:08,0 days 00:20:00
20250404-009-2964516,ATUALIZADO,0 days 00:02:20,0 days 00:03:00
20250612-009-3648374,CADASTRADO,0 days 00:18:32,0 days 00:20:00
20250513-009-3309028,CADASTRADO,0 days 00:10:21,0 days 00:20:00
20250303-009-2696204,ATUALIZADO,0 days 00:02:43,0 days 00:03:00
20250204-009-2455349,ATUALIZADO,0 days 00:15:06,0 days 00:15:00
20250627-009-3791757,CADASTRADO,0 days 00:13:06,0 days 00:20:00
20250226-009-2659741,ATUALIZADO,0 days 00:02:37,0 days 00:03:00
20250620-009-3719667,CADASTRADO,0 days 00:12:32,0 days 00:20:00
20250402-009-2934566,ATUALIZADO,0 days 00:02:22,0 days 00:03:00
20250526-009-3452586,CADASTRADO,0 days 00:16:45,0 days 00:20:00
20250415-009-3062009,ATUALIZADO,0 days 00:02:17,0 days 00:03:00
20250410-009-3019802,ATUALIZADO,0 days 00:02:09,0 days 00:03:00
20250623-009-3742028,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250618-009-3698352,ATUALIZADO,0 days 00:02:12,0 days 00:03:00
20250623-009-3741948,ATUALIZADO,0 days 00:01:59,0 days 00:03:00
20250214-009-2561736,CADASTRADO,0 days 00:08:47,0 days 00:20:00
20250603-009-3537809,ATUALIZADO,0 days 00:02:41,0 days 00:03:00
20250211-009-2527756,ATUALIZADO,0 days 00:02:21,0 days 00:03:00
20250508-009-3270307,CADASTRADO,0 days 00:09:43,0 days 00:20:00
20250322-009-2846314,CADASTRADO,0 days 00:09:04,0 days 00:20:00
20250616-009-3671011,ATUALIZADO,0 days 00:02:31,0 days 00:03:00
20250510-009-3282534,CADASTRADO,0 days 00:15:04,0 days 00:20:00
20250611-009-3624336,ATUALIZADO,0 days 00:02:14,0 days 00:03:00
20250528-009-3468736,CADASTRADO,0 days 00:10:14,0 days 00:20:00
20250312-009-2760870,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250324-009-2853595,ATUALIZADO,0 days 00:02:46,0 days 00:03:00
20250430-009-3185628,CADASTRADO,0 days 00:10:21,0 days 00:20:00
20250610-009-3608398,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250611-009-3626659,CADASTRADO,0 days 00:13:15,0 days 00:20:00
20250513-009-3306171,ATUALIZADO,0 days 00:02:47,0 days 00:03:00
20250224-009-2641086,ATUALIZADO,0 days 00:30:07,0 days 00:15:00
20250604-009-3555854,ATUALIZADO,0 days 00:02:37,0 days 00:03:00
